,0
1327,1007
1328,2982
1329,9486
1330,7918
1331,2710
1332,7668
1333,7434
1334,3152
1335,7367
1336,2210
1337,6500
1338,9697
1339,3152
1340,-1
1341,1926
1342,5694
1343,4309
1344,3259
1345,4737
1346,3998
1347,2279
1348,7137
1349,1713
1350,2395
1351,7779
1352,1682
1353,2571
1354,158
1355,3359
1356,756
1357,9731
1358,6856
1359,7166
1360,5664
1361,3351
1362,9574
1363,2588
1364,1702
1365,2876
1366,2358
1367,6500
1368,1125
1369,4742
1370,4541
1371,1616
1372,8142
1373,6284
1374,3662
1375,9719
1376,2239
1377,745
1378,4156
1379,3632
1380,3808
1381,2335
1382,318
1383,4527
1384,2481
1385,-1
1386,7433
1387,582
1388,2158
1389,6414
1390,2065
1391,7553
1392,6729
1393,1198
1394,3498
1395,2987
1396,1991
1397,1535
1398,8852
1399,2756
1400,3411
1401,9828
1402,2187
1403,-1
1404,5502
1405,3650
1406,9012
1407,645
1408,7454
1409,402
1410,2322
1411,2302
1412,2128
1413,5688
1414,1283
1415,6403
1416,1703
1417,625
1418,3018
1419,6496
1420,8832
1421,9183
1422,1682
1423,4521
1424,8943
1425,3018
1426,2388
1427,2888
1428,2241
1429,1735
1430,348
1431,2754
1432,417
1433,9164
1434,9123
1435,1491
1436,5408
1437,6606
1438,851
1439,2226
1440,3935
1441,5925
1442,2452
1443,227
1444,9490
1445,6543
1446,2583
1447,7359
1448,2456
1449,7779
1450,8134
1451,6907
1452,8147
1453,5780
1454,5408
1455,3006
1456,5921
1457,9245
1458,4845
1459,4847
1460,9183
1461,9929
1462,9734
1463,4582
1464,3453
1465,6991
1466,8639
1467,2583
1468,6195
1469,3997
1470,10035
1471,4847
1472,8542
1473,2497
1474,2876
1475,9583
1476,9617
1477,7390
1478,4743
1479,2192
1480,9640
1481,9639
1482,642
1483,2158
1484,5462
1485,7663
1486,1682
1487,2271
1488,4989
1489,2935
1490,9280
1491,2157
1492,9297
1493,2886
1494,36
1495,8518
1496,5682
1497,4737
1498,1682
1499,8107
1500,8517
1501,6203
1502,4805
1503,2302
1504,8670
1505,1309
1506,5596
1507,4991
1508,9928
1509,6015
1510,267
1511,2583
1512,1919
1513,3342
1514,5837
1515,7536
1516,441
1517,8991
1518,2935
1519,2283
1520,1063
1521,7237
1522,4157
1523,5221
1524,2935
1525,5315
1526,9534
1527,7141
1528,2157
1529,8852
1530,6015
1531,590
1532,2273
1533,2445
1534,758
1535,2583
1536,8147
1537,7112
1538,2935
1539,375
1540,2935
1541,2870
1542,7457
1543,7281
1544,2476
1545,6976
1546,3667
1547,2226
1548,7725
1549,9009
1550,9306
1551,2865
1552,4779
1553,1926
1554,9297
1555,-1
1556,3418
1557,683
1558,7925
1559,6009
1560,9262
1561,6926
1562,3968
1563,5695
1564,2380
1565,2131
1566,8893
1567,7316
1568,7754
1569,7207
1570,2239
1571,9092
1572,915
1573,8518
1574,6059
1575,-1
1576,8341
1577,8103
1578,3075
1579,6748
1580,9686
1581,8475
1582,2935
1583,628
1584,8023
1585,5066
1586,9701
1587,2582
1588,7853
1589,7149
1590,5206
1591,2698
1592,5664
1593,421
1594,8886
1595,9566
1596,3407
1597,2538
1598,2653
1599,343
1600,7145
1601,5769
1602,3630
1603,6777
1604,7779
1605,3778
1606,3248
1607,9970
1608,2756
1609,4509
1610,651
1611,9183
1612,7779
1613,5618
1614,259
1615,692
1616,7390
1617,5408
1618,816
1619,409
1620,306
1621,4269
1622,1628
1623,2810
1624,4909
1625,2156
1626,2753
1627,3187
1628,317
1629,7994
1630,8606
1631,378
1632,4486
1633,2935
1634,3914
1635,1625
1636,2149
1637,561
1638,5502
1639,8108
1640,4541
1641,6803
1642,4675
1643,9553
1644,1622
1645,8436
1646,2707
1647,6926
1648,2876
1649,1268
1650,6257
1651,2239
1652,3092
1653,3042
1654,3709
1655,7795
1656,7291
1657,983
1658,8281
1659,8515
1660,4304
1661,8832
1662,717
1663,3667
1664,44
1665,635
1666,2314
1667,2540
1668,7843
1669,2878
1670,8956
1671,2876
1672,2905
1673,2987
1674,359
1675,2989
1676,935
1677,3492
1678,8973
1679,2194
1680,2194
1681,851
1682,3187
1683,1289
1684,1057
1685,-1
1686,5911
1687,3349
1688,3524
1689,9592
1690,7865
1691,7159
1692,3201
1693,411
1694,5695
1695,927
1696,4304
1697,2247
1698,1341
1699,2552
1700,425
1701,3019
1702,5320
1703,6252
1704,8472
1705,999
1706,-1
1707,6257
1708,281
1709,5685
1710,5612
1711,-1
1712,408
1713,2627
1714,3567
1715,9297
1716,3248
1717,2630
1718,6121
1719,6976
1720,1161
1721,8832
1722,2741
1723,9570
1724,5820
1725,5921
1726,1410
1727,3949
1728,9293
1729,690
1730,-1
1731,7950
1732,9673
1733,355
1734,9534
1735,9949
1736,9364
1737,8818
1738,6525
1739,438
1740,10075
1741,2588
1742,5137
1743,555
1744,5865
1745,4340
1746,2460
1747,2452
1748,1527
1749,8777
1750,6500
1751,3058
1752,3075
1753,3895
1754,2882
1755,9601
1756,4269
1757,833
1758,4913
1759,642
1760,4184
1761,7389
1762,2935
1763,2226
1764,7119
1765,8473
1766,4579
1767,6888
1768,9029
1769,2786
1770,2583
1771,2305
1772,4756
1773,2989
1774,2220
1775,9969
1776,2133
1777,1809
1778,5667
1779,5363
1780,4180
1781,7434
1782,7250
1783,3989
1784,8109
1785,2935
1786,6998
1787,8498
1788,8108
1789,2876
1790,983
1791,5327
1792,6989
1793,-1
1794,3290
1795,9043
1796,9289
1797,4163
1798,5320
1799,4722
1800,8756
1801,244
1802,8011
1803,5616
1804,9767
1805,-1
1806,7979
1807,2226
1808,3273
1809,555
1810,6414
1811,1790
1812,2440
1813,6075
1814,2982
1815,1961
1816,1791
1817,5624
1818,7002
1819,7581
1820,7441
1821,2256
1822,900
1823,2421
1824,5997
1825,8147
1826,2042
1827,371
1828,8743
1829,2462
1830,3383
1831,8874
1832,7460
1833,2074
1834,1068
1835,3775
1836,3045
1837,420
1838,8147
1839,3856
1840,6713
1841,5330
1842,4598
1843,2185
1844,8799
1845,2888
1846,-1
1847,9380
1848,2935
1849,2139
1850,5080
1851,7359
1852,5987
1853,9293
1854,2257
1855,4495
1856,287
1857,1082
1858,5682
1859,3441
1860,4579
1861,2935
1862,-1
1863,9982
1864,7369
1865,1353
1866,4293
1867,6918
1868,1351
1869,2194
1870,6154
1871,7888
1872,1883
1873,-1
1874,-1
1875,813
1876,8046
1877,5089
1878,7731
1879,1491
1880,4737
1881,8436
1882,4466
1883,7731
1884,2386
1885,5295
1886,9120
1887,2753
1888,5820
1889,4541
1890,4309
1891,4385
1892,-1
1893,4017
1894,3412
1895,7964
1896,9722
1897,5080
1898,5499
1899,1539
1900,8875
1901,6121
1902,408
1903,5437
1904,4842
1905,3312
1906,8817
1907,1985
1908,9297
1909,9234
1910,3477
1911,6201
1912,7119
1913,5222
1914,5624
1915,2201
1916,1926
1917,4568
1918,-1
1919,5594
1920,1208
1921,7237
1922,1920
1923,9701
1924,378
1925,6121
1926,2747
1927,8092
1928,8824
1929,6777
1930,5584
1931,6976
1932,8810
1933,7433
1934,2201
1935,5426
1936,6927
1937,1857
1938,1196
1939,4268
1940,2935
1941,8852
1942,-1
1943,6734
1944,5769
1945,3202
1946,1567
1947,9184
1948,2857
1949,1143
1950,4891
1951,7599
1952,7779
1953,2989
1954,9380
1955,2162
1956,6116
1957,7443
1958,9297
1959,5992
1960,6204
1961,2438
1962,2331
1963,2831
1964,9016
1965,5686
1966,6997
1967,9888
1968,2841
1969,9969
1970,-1
1971,775
1972,1388
1973,6075
1974,415
1975,443
1976,5578
1977,3228
1978,9733
1979,4656
1980,592
1981,1351
1982,9559
1983,1926
1984,5289
1985,1491
1986,6
1987,8875
1988,1524
1989,8887
1990,1060
1991,2139
1992,3530
1993,4737
1994,3096
1995,5476
1996,4206
1997,9969
1998,7693
1999,2119
2000,7390
2001,8756
2002,369
2003,1409
2004,1368
2005,9901
2006,9231
2007,683
2008,5206
2009,2989
2010,-1
2011,7908
2012,1656
2013,3842
2014,8670
2015,8363
2016,6378
2017,2609
2018,4541
2019,2832
2020,438
2021,8085
2022,2832
2023,3244
2024,6497
2025,7250
2026,6123
2027,1948
2028,6121
2029,1954
2030,-1
2031,7610
2032,8315
2033,6714
2034,717
2035,4737
2036,1063
2037,8813
2038,10087
2039,2935
2040,9202
2041,8397
2042,5682
2043,4450
2044,5952
2045,5800
2046,642
2047,561
2048,2239
2049,5408
2050,7693
2051,5227
2052,9602
2053,6532
2054,3096
2055,462
2056,1035
2057,983
2058,2609
2059,8518
2060,7289
2061,2407
2062,2697
2063,6014
2064,-1
2065,4831
2066,8890
2067,2697
2068,9208
2069,351
2070,2574
2071,3441
2072,4380
2073,317
2074,2989
2075,7779
2076,347
2077,-1
2078,9280
2079,3737
2080,9656
2081,2882
2082,4979
2083,4999
2084,7289
2085,3989
2086,1414
2087,1491
2088,6927
2089,7719
2090,8823
2091,9262
2092,3542
2093,10030
2094,1491
2095,-1
2096,1941
2097,8427
2098,9029
2099,8427
2100,9483
2101,5295
2102,3096
2103,2132
2104,1889
2105,7937
2106,2935
2107,7368
2108,3625
2109,7111
2110,5502
2111,3630
2112,9262
2113,8917
2114,6563
2115,3040
2116,6075
2117,1475
2118,362
2119,-1
2120,4165
2121,-1
2122,3420
2123,8363
2124,833
2125,9431
2126,5662
2127,2538
2128,7250
2129,6997
2130,8808
2131,2362
2132,833
2133,2989
2134,2418
2135,2651
2136,5682
2137,2387
2138,8966
2139,2452
2140,1351
2141,5382
2142,7359
2143,2611
2144,2251
2145,5930
2146,840
2147,7754
2148,4486
2149,8518
2150,5502
2151,6775
2152,9297
2153,7587
2154,8192
2155,3786
2156,2935
2157,3509
2158,4280
2159,1062
2160,1064
2161,7020
2162,3775
2163,9550
2164,3492
2165,4282
2166,4940
2167,6121
2168,7110
2169,6795
2170,7689
2171,2695
2172,9029
2173,5206
2174,4579
2175,6892
2176,4807
2177,4351
2178,3388
2179,5227
2180,2600
2181,4682
2182,745
2183,2436
2184,755
2185,7898
2186,5813
2187,9969
2188,7237
2189,5813
2190,2685
2191,3638
2192,4203
2193,2195
2194,4210
2195,7390
2196,645
2197,417
2198,5408
2199,-1
2200,9768
2201,7791
2202,9397
2203,8218
2204,6414
2205,5194
2206,7059
2207,4427
2208,4710
2209,2440
2210,1230
2211,7674
2212,8158
2213,3737
2214,4541
2215,7758
2216,6606
2217,8119
2218,3786
2219,1017
2220,8092
2221,2521
2222,1009
2223,2935
2224,6634
2225,-1
2226,2919
2227,7250
2228,1784
2229,2239
2230,417
2231,6198
2232,1025
2233,4137
2234,7925
2235,9619
2236,6808
2237,9380
2238,9297
2239,7213
2240,7364
2241,5462
2242,8108
2243,5084
2244,2888
2245,5157
2246,5447
2247,8643
2248,620
2249,-1
2250,7364
2251,2916
2252,4097
2253,2935
2254,2479
2255,3411
2256,3096
2257,8817
2258,2583
2259,9955
2260,694
2261,8581
2262,2256
2263,9250
2264,6192
2265,2521
2266,7460
2267,9055
2268,9138
2269,566
2270,-1
2271,5101
2272,4211
2273,6493
2274,4037
2275,3737
2276,6750
2277,2360
2278,9217
2279,7901
2280,2485
2281,9250
2282,2959
2283,-1
2284,602
2285,6015
2286,1686
2287,2935
2288,3567
2289,369
2290,7176
2291,7490
2292,9405
2293,7362
2294,3312
2295,7250
2296,6074
2297,8119
2298,5992
2299,7693
2300,5674
2301,0
2302,8186
2303,10021
2304,1068
2305,8638
2306,3845
2307,301
2308,2820
2309,2935
2310,718
2311,1332
2312,3991
2313,7295
2314,3612
2315,4964
2316,9280
2317,7295
2318,1958
2319,349
2320,2935
2321,5295
2322,4671
2323,4541
2324,8643
2325,2236
2326,4483
2327,6976
2328,745
2329,2270
2330,6015
2331,7042
2332,6734
2333,9297
2334,9647
2335,8266
2336,4766
2337,8147
2338,8266
2339,7045
2340,4476
2341,7115
2342,466
2343,7115
2344,9195
2345,4483
2346,7359
2347,5105
2348,4477
2349,1469
2350,2902
2351,8519
2352,7359
2353,2935
2354,8639
2355,6002
2356,5477
2357,10045
2358,3227
2359,7801
2360,822
2361,9897
2362,359
2363,3095
2364,8643
2365,7317
2366,1012
2367,745
2368,2252
2369,7745
2370,8246
2371,9797
2372,8319
2373,844
2374,8410
2375,9597
2376,2230
2377,3973
2378,8852
2379,-1
2380,2352
2381,8390
2382,2521
2383,2146
2384,2988
2385,-1
2386,5810
2387,2225
2388,6892
2389,5408
2390,3412
2391,1313
2392,1509
2393,1542
2394,4244
2395,1063
2396,5039
2397,5105
2398,7693
2399,7615
2400,349
2401,5784
2402,8357
2403,8102
2404,8518
2405,4384
2406,5767
2407,2956
2408,-1
2409,3808
2410,6686
2411,2305
2412,1174
2413,7009
2414,7565
2415,6882
2416,1560
2417,3334
2418,9120
2419,2201
2420,1470
2421,6380
2422,884
2423,2583
2424,9145
2425,9977
2426,9376
2427,8444
2428,9801
2429,10051
2430,4203
2431,8508
2432,2522
2433,7214
2434,2628
2435,4145
2436,6725
2437,-1
2438,0
2439,2588
2440,9260
2441,7950
2442,1266
2443,7745
2444,6997
2445,4980
2446,3711
2447,4756
2448,303
2449,3442
2450,5257
2451,4955
2452,4359
2453,9183
2454,3808
2455,9297
2456,81
2457,2297
2458,5227
2459,1682
2460,5607
2461,8315
2462,4579
2463,721
2464,3154
2465,983
2466,2360
2467,8518
2468,4737
2469,3479
2470,8147
2471,445
2472,2789
2473,7387
2474,2538
2475,1491
2476,5882
2477,5376
2478,4579
2479,-1
2480,-1
2481,2226
2482,5227
2483,8640
2484,9652
2485,2146
2486,7717
2487,723
2488,8817
2489,2651
2490,41
2491,-1
2492,315
2493,444
2494,1682
2495,3949
2496,-1
2497,-1
2498,5096
2499,7414
2500,8542
2501,4742
2502,449
2503,5930
2504,4269
2505,1475
2506,1491
2507,4269
2508,9469
2509,8852
2510,8281
2511,2665
2512,7689
2513,375
2514,1491
2515,7998
2516,4137
2517,-1
2518,2610
2519,1203
2520,6679
2521,5163
2522,3928
2523,5771
2524,8239
2525,1960
2526,2583
2527,306
2528,8147
2529,5837
2530,6532
2531,1534
2532,1334
2533,6126
2534,872
2535,9985
2536,8281
2537,578
2538,1491
2539,1853
2540,7794
2541,-1
