,0
1089,146
1090,141
1091,428
1092,679
1093,89
1094,508
1095,-1
1096,614
1097,52
1098,321
1099,385
1100,491
1101,-1
1102,113
1103,218
1104,273
1105,-1
1106,129
1107,675
1108,-1
1109,-1
1110,183
1111,587
1112,412
1113,21
1114,481
1115,359
1116,458
1117,233
1118,-1
1119,236
1120,-1
1121,33
1122,234
1123,-1
1124,378
1125,26
1126,-1
1127,-1
1128,661
1129,-1
1130,-1
1131,283
1132,205
1133,-1
1134,-1
1135,-1
1136,299
1137,-1
1138,560
1139,-1
1140,456
1141,-1
1142,-1
1143,-1
1144,-1
1145,355
1146,485
1147,588
1148,431
1149,303
1150,-1
1151,-1
1152,-1
1153,-1
1154,360
1155,-1
1156,-1
1157,614
1158,-1
1159,377
1160,-1
1161,328
1162,549
1163,113
1164,-1
1165,-1
1166,337
1167,-1
1168,547
1169,-1
1170,-1
1171,577
1172,48
1173,322
1174,-1
1175,-1
1176,402
1177,408
1178,282
1179,533
1180,-1
1181,-1
1182,466
1183,-1
1184,561
1185,449
1186,195
1187,-1
1188,-1
1189,336
1190,422
1191,469
1192,498
1193,515
1194,344
1195,-1
1196,238
1197,1
1198,281
1199,119
1200,-1
1201,582
1202,146
1203,-1
1204,460
1205,-1
1206,-1
1207,-1
1208,634
1209,326
1210,258
1211,-1
1212,278
1213,-1
1214,647
1215,-1
1216,447
1217,576
1218,394
1219,362
1220,-1
1221,139
1222,-1
1223,246
1224,498
1225,-1
1226,-1
1227,-1
1228,221
1229,482
1230,280
1231,258
1232,-1
1233,137
1234,48
1235,-1
1236,288
1237,-1
1238,10
1239,449
1240,639
1241,307
1242,-1
1243,-1
1244,349
1245,50
1246,505
1247,-1
1248,-1
1249,522
1250,357
1251,155
1252,639
1253,98
1254,374
1255,-1
1256,-1
1257,-1
1258,-1
1259,656
1260,276
1261,-1
1262,-1
1263,537
1264,-1
1265,487
1266,-1
1267,148
1268,99
1269,-1
1270,236
1271,-1
1272,-1
1273,482
1274,-1
1275,143
1276,23
1277,113
1278,-1
1279,-1
1280,539
1281,1
1282,52
1283,23
1284,442
1285,-1
1286,180
1287,-1
1288,655
1289,-1
1290,-1
1291,85
1292,447
1293,566
1294,-1
1295,487
1296,-1
1297,130
1298,680
1299,-1
1300,221
1301,651
1302,177
1303,521
1304,359
1305,67
1306,-1
1307,603
1308,69
1309,-1
1310,-1
1311,471
1312,48
1313,341
1314,39
1315,641
1316,-1
1317,664
1318,412
1319,131
1320,350
1321,143
1322,-1
1323,177
1324,587
1325,651
1326,-1
1327,88
1328,251
1329,665
1330,519
1331,-1
1332,-1
1333,335
1334,287
1335,-1
1336,163
1337,456
1338,-1
1339,287
1340,-1
1341,122
1342,360
1343,305
1344,-1
1345,273
1346,-1
1347,-1
1348,440
1349,-1
1350,-1
1351,511
1352,95
1353,210
1354,-1
1355,-1
1356,50
1357,677
1358,418
1359,-1
1360,-1
1361,291
1362,669
1363,205
1364,-1
1365,224
1366,-1
1367,456
1368,77
1369,-1
1370,262
1371,106
1372,-1
1373,-1
1374,599
1375,676
1376,158
1377,48
1378,632
1379,593
1380,614
1381,189
1382,-1
1383,258
1384,-1
1385,580
1386,335
1387,40
1388,143
1389,399
1390,215
1391,504
1392,390
1393,-1
1394,-1
1395,-1
1396,244
1397,588
1398,482
1399,219
1400,291
1401,681
1402,149
1403,409
1404,350
1405,596
1406,-1
1407,-1
1408,480
1409,-1
1410,-1
1411,-1
1412,137
1413,377
1414,-1
1415,415
1416,-1
1417,45
1418,112
1419,456
1420,549
1421,639
1422,95
1423,-1
1424,475
1425,112
1426,180
1427,221
1428,164
1429,-1
1430,-1
1431,-1
1432,12
1433,469
1434,308
1435,587
1436,344
1437,-1
1438,1
1439,162
1440,-1
1441,-1
1442,-1
1443,32
1444,665
1445,389
1446,202
1447,466
1448,-1
1449,511
1450,-1
1451,417
1452,537
1453,-1
1454,344
1455,250
1456,-1
1457,-1
1458,-1
1459,-1
1460,639
1461,-1
1462,-1
1463,264
1464,-1
1465,460
1466,-1
1467,202
1468,406
1469,-1
1470,678
1471,-1
1472,527
1473,-1
1474,224
1475,-1
1476,-1
1477,355
1478,-1
1479,-1
1480,-1
1481,-1
1482,59
1483,143
1484,-1
1485,499
1486,95
1487,166
1488,327
1489,113
1490,646
1491,143
1492,647
1493,221
1494,-1
1495,547
1496,378
1497,273
1498,95
1499,536
1500,547
1501,405
1502,-1
1503,-1
1504,-1
1505,102
1506,341
1507,327
1508,-1
1509,362
1510,3
1511,202
1512,120
1513,-1
1514,366
1515,512
1516,24
1517,-1
1518,113
1519,169
1520,91
1521,442
1522,631
1523,449
1524,113
1525,-1
1526,-1
1527,-1
1528,143
1529,482
1530,362
1531,-1
1532,167
1533,193
1534,50
1535,202
1536,537
1537,455
1538,113
1539,9
1540,113
1541,222
1542,480
1543,-1
1544,-1
1545,458
1546,-1
1547,162
1548,507
1549,477
1550,647
1551,-1
1552,-1
1553,122
1554,647
1555,-1
1556,-1
1557,-1
1558,-1
1559,-1
1560,644
1561,402
1562,-1
1563,360
1564,178
1565,138
1566,-1
1567,-1
1568,509
1569,-1
1570,158
1571,582
1572,62
1573,547
1574,375
1575,383
1576,-1
1577,-1
1578,280
1579,398
1580,675
1581,545
1582,113
1583,-1
1584,-1
1585,-1
1586,-1
1587,202
1588,-1
1589,-1
1590,331
1591,220
1592,-1
1593,29
1594,-1
1595,-1
1596,298
1597,207
1598,-1
1599,-1
1600,-1
1601,-1
1602,594
1603,397
1604,511
1605,-1
1606,-1
1607,-1
1608,219
1609,-1
1610,-1
1611,639
1612,511
1613,341
1614,-1
1615,-1
1616,355
1617,344
1618,-1
1619,14
1620,18
1621,636
1622,106
1623,312
1624,-1
1625,142
1626,212
1627,316
1628,19
1629,518
1630,570
1631,10
1632,-1
1633,113
1634,-1
1635,107
1636,-1
1637,37
1638,350
1639,536
1640,262
1641,430
1642,266
1643,-1
1644,-1
1645,-1
1646,-1
1647,402
1648,224
1649,-1
1650,-1
1651,158
1652,311
1653,115
1654,604
1655,491
1656,431
1657,70
1658,562
1659,554
1660,315
1661,549
1662,-1
1663,-1
1664,64
1665,46
1666,188
1667,207
1668,513
1669,225
1670,479
1671,224
1672,229
1673,-1
1674,-1
1675,234
1676,-1
1677,309
1678,478
1679,153
1680,153
1681,1
1682,316
1683,-1
1684,-1
1685,-1
1686,364
1687,291
1688,300
1689,668
1690,-1
1691,442
1692,-1
1693,-1
1694,360
1695,-1
1696,315
1697,165
1698,97
1699,210
1700,-1
1701,112
1702,338
1703,410
1704,543
1705,89
1706,-1
1707,-1
1708,-1
1709,376
1710,-1
1711,-1
1712,15
1713,217
1714,306
1715,647
1716,-1
1717,236
1718,374
1719,458
1720,-1
1721,549
1722,237
1723,-1
1724,-1
1725,364
1726,96
1727,624
1728,-1
1729,-1
1730,477
1731,523
1732,-1
1733,-1
1734,-1
1735,-1
1736,-1
1737,559
1738,387
1739,23
1740,-1
1741,205
1742,448
1743,39
1744,-1
1745,317
1746,130
1747,-1
1748,73
1749,-1
1750,456
1751,246
1752,280
1753,-1
1754,223
1755,-1
1756,636
1757,55
1758,-1
1759,59
1760,-1
1761,355
1762,113
1763,162
1764,403
1765,545
1766,265
1767,419
1768,476
1769,-1
1770,202
1771,172
1772,649
1773,234
1774,160
1775,679
1776,138
1777,-1
1778,-1
1779,-1
1780,627
1781,335
1782,447
1783,611
1784,-1
1785,113
1786,463
1787,541
1788,536
1789,224
1790,70
1791,-1
1792,461
1793,-1
1794,-1
1795,-1
1796,-1
1797,630
1798,338
1799,-1
1800,578
1801,-1
1802,-1
1803,-1
1804,72
1805,-1
1806,525
1807,162
1808,301
1809,39
1810,399
1811,652
1812,190
1813,372
1814,251
1815,-1
1816,652
1817,343
1818,357
1819,494
1820,453
1821,184
1822,-1
1823,194
1824,-1
1825,537
1826,-1
1827,8
1828,-1
1829,130
1830,-1
1831,472
1832,443
1833,-1
1834,92
1835,-1
1836,115
1837,29
1838,537
1839,621
1840,441
1841,-1
1842,-1
1843,148
1844,581
1845,221
1846,647
1847,655
1848,113
1849,139
1850,329
1851,466
1852,-1
1853,-1
1854,184
1855,-1
1856,-1
1857,-1
1858,378
1859,303
1860,265
1861,113
1862,-1
1863,-1
1864,464
1865,99
1866,274
1867,422
1868,99
1869,153
1870,409
1871,-1
1872,-1
1873,-1
1874,-1
1875,-1
1876,-1
1877,330
1878,506
1879,587
1880,273
1881,-1
1882,-1
1883,506
1884,-1
1885,337
1886,307
1887,212
1888,-1
1889,262
1890,305
1891,-1
1892,-1
1893,-1
1894,-1
1895,-1
1896,-1
1897,329
1898,-1
1899,588
1900,471
1901,374
1902,15
1903,-1
1904,-1
1905,-1
1906,558
1907,-1
1908,647
1909,-1
1910,-1
1911,-1
1912,403
1913,450
1914,343
1915,-1
1916,122
1917,-1
1918,289
1919,341
1920,-1
1921,442
1922,120
1923,-1
1924,10
1925,374
1926,237
1927,557
1928,561
1929,397
1930,339
1931,458
1932,-1
1933,335
1934,-1
1935,-1
1936,401
1937,653
1938,76
1939,635
1940,113
1941,482
1942,-1
1943,393
1944,-1
1945,-1
1946,590
1947,639
1948,-1
1949,75
1950,-1
1951,495
1952,511
1953,234
1954,655
1955,-1
1956,384
1957,454
1958,647
1959,-1
1960,405
1961,-1
1962,-1
1963,-1
1964,-1
1965,376
1966,462
1967,-1
1968,-1
1969,679
1970,109
1971,-1
1972,104
1973,372
1974,-1
1975,26
1976,-1
1977,289
1978,-1
1979,268
1980,-1
1981,99
1982,-1
1983,122
1984,-1
1985,587
1986,0
1987,471
1988,73
1989,-1
1990,90
1991,139
1992,300
1993,273
1994,281
1995,354
1996,637
1997,679
1998,498
1999,-1
2000,355
2001,578
2002,8
2003,96
2004,-1
2005,-1
2006,641
2007,-1
2008,331
2009,234
2010,-1
2011,519
2012,109
2013,620
2014,-1
2015,533
2016,-1
2017,226
2018,262
2019,235
2020,23
2021,557
2022,235
2023,-1
2024,456
2025,447
2026,382
2027,-1
2028,374
2029,-1
2030,288
2031,-1
2032,551
2033,-1
2034,-1
2035,273
2036,91
2037,560
2038,-1
2039,113
2040,-1
2041,539
2042,378
2043,-1
2044,-1
2045,-1
2046,59
2047,37
2048,158
2049,344
2050,498
2051,333
2052,-1
2053,386
2054,281
2055,-1
2056,-1
2057,70
2058,226
2059,547
2060,-1
2061,192
2062,220
2063,362
2064,-1
2065,-1
2066,473
2067,220
2068,-1
2069,6
2070,-1
2071,303
2072,240
2073,19
2074,234
2075,511
2076,5
2077,229
2078,646
2079,-1
2080,672
2081,223
2082,322
2083,328
2084,-1
2085,611
2086,96
2087,587
2088,401
2089,503
2090,561
2091,644
2092,288
2093,678
2094,587
2095,-1
2096,-1
2097,-1
2098,476
2099,-1
2100,-1
2101,337
2102,281
2103,138
2104,111
2105,522
2106,113
2107,464
2108,-1
2109,455
2110,350
2111,594
2112,644
2113,-1
2114,389
2115,115
2116,372
2117,584
2118,-1
2119,-1
2120,630
2121,363
2122,-1
2123,533
2124,55
2125,-1
2126,-1
2127,207
2128,447
2129,462
2130,560
2131,174
2132,55
2133,234
2134,195
2135,127
2136,378
2137,180
2138,478
2139,-1
2140,99
2141,-1
2142,466
2143,227
2144,183
2145,364
2146,-1
2147,509
2148,-1
2149,547
2150,350
2151,397
2152,647
2153,-1
2154,-1
2155,608
2156,113
2157,299
2158,275
2159,91
2160,91
2161,-1
2162,-1
2163,-1
2164,309
2165,276
2166,-1
2167,374
2168,-1
2169,430
2170,-1
2171,-1
2172,476
2173,331
2174,265
2175,419
2176,-1
2177,-1
2178,-1
2179,333
2180,198
2181,-1
2182,48
2183,-1
2184,50
2185,-1
2186,-1
2187,679
2188,442
2189,-1
2190,248
2191,595
2192,638
2193,153
2194,-1
2195,355
2196,-1
2197,12
2198,344
2199,570
2200,660
2201,-1
2202,-1
2203,-1
2204,399
2205,-1
2206,-1
2207,-1
2208,286
2209,190
2210,-1
2211,501
2212,553
2213,-1
2214,262
2215,-1
2216,-1
2217,-1
2218,608
2219,-1
2220,557
2221,197
2222,88
2223,113
2224,-1
2225,-1
2226,126
2227,447
2228,-1
2229,158
2230,12
2231,-1
2232,86
2233,-1
2234,-1
2235,670
2236,-1
2237,655
2238,647
2239,-1
2240,465
2241,-1
2242,536
2243,329
2244,221
2245,-1
2246,347
2247,572
2248,45
2249,-1
2250,465
2251,126
2252,619
2253,113
2254,201
2255,291
2256,281
2257,558
2258,202
2259,-1
2260,-1
2261,-1
2262,184
2263,643
2264,406
2265,197
2266,443
2267,-1
2268,-1
2269,38
2270,-1
2271,-1
2272,-1
2273,-1
2274,-1
2275,-1
2276,-1
2277,173
2278,-1
2279,-1
2280,204
2281,643
2282,-1
2283,-1
2284,44
2285,362
2286,-1
2287,113
2288,306
2289,8
2290,439
2291,-1
2292,-1
2293,465
2294,-1
2295,447
2296,373
2297,-1
2298,-1
2299,498
2300,-1
2301,0
2302,487
2303,-1
2304,92
2305,-1
2306,620
2307,17
2308,-1
2309,113
2310,-1
2311,-1
2312,606
2313,429
2314,-1
2315,324
2316,646
2317,429
2318,-1
2319,-1
2320,113
2321,337
2322,-1
2323,262
2324,572
2325,157
2326,255
2327,458
2328,48
2329,-1
2330,362
2331,-1
2332,393
2333,647
2334,-1
2335,-1
2336,649
2337,537
2338,-1
2339,-1
2340,-1
2341,420
2342,-1
2343,420
2344,-1
2345,255
2346,466
2347,330
2348,-1
2349,-1
2350,229
2351,548
2352,466
2353,113
2354,-1
2355,363
2356,354
2357,-1
2358,-1
2359,518
2360,53
2361,-1
2362,-1
2363,281
2364,572
2365,-1
2366,-1
2367,48
2368,183
2369,508
2370,490
2371,-1
2372,-1
2373,57
2374,-1
2375,-1
2376,156
2377,-1
2378,482
2379,-1
2380,-1
2381,539
2382,197
2383,132
2384,233
2385,-1
2386,-1
2387,-1
2388,419
2389,344
2390,-1
2391,102
2392,-1
2393,588
2394,-1
2395,91
2396,325
2397,330
2398,498
2399,492
2400,-1
2401,-1
2402,-1
2403,557
2404,547
2405,-1
2406,-1
2407,279
2408,127
2409,614
2410,435
2411,172
2412,80
2413,421
2414,-1
2415,-1
2416,589
2417,-1
2418,307
2419,-1
2420,105
2421,-1
2422,-1
2423,202
2424,470
2425,680
2426,656
2427,-1
2428,663
2429,-1
2430,638
2431,-1
2432,-1
2433,-1
2434,236
2435,-1
2436,391
2437,-1
2438,0
2439,205
2440,645
2441,523
2442,-1
2443,508
2444,462
2445,322
2446,604
2447,649
2448,18
2449,303
2450,-1
2451,-1
2452,239
2453,639
2454,614
2455,647
2456,67
2457,171
2458,333
2459,95
2460,-1
2461,551
2462,265
2463,-1
2464,287
2465,70
2466,173
2467,547
2468,273
2469,-1
2470,537
2471,26
2472,211
2473,356
2474,207
2475,587
2476,-1
2477,-1
2478,265
2479,-1
2480,-1
2481,162
2482,333
2483,-1
2484,672
2485,132
2486,-1
2487,-1
2488,558
2489,127
2490,64
2491,446
2492,-1
2493,26
2494,95
2495,624
2496,107
2497,-1
2498,-1
2499,-1
2500,527
2501,-1
2502,28
2503,364
2504,636
2505,584
2506,587
2507,636
2508,-1
2509,482
2510,562
2511,247
2512,-1
2513,9
2514,587
2515,-1
2516,-1
2517,639
2518,-1
2519,-1
2520,434
2521,-1
2522,-1
2523,-1
2524,-1
2525,-1
2526,202
2527,18
2528,537
2529,366
2530,386
2531,588
2532,98
2533,382
2534,71
2535,-1
2536,562
2537,36
2538,587
2539,653
2540,491
2541,-1
2542,354
2543,-1
2544,-1
2545,-1
2546,-1
2547,242
2548,539
2549,329
2550,638
2551,113
2552,473
2553,447
2554,649
2555,306
2556,-1
2557,379
2558,379
2559,646
2560,326
2561,580
2562,364
2563,-1
2564,207
2565,96
2566,-1
2567,-1
2568,374
2569,447
2570,-1
2571,-1
2572,673
2573,-1
2574,122
2575,-1
2576,471
2577,511
2578,-1
2579,-1
2580,-1
2581,158
2582,-1
2583,-1
2584,-1
2585,-1
2586,678
2587,-1
2588,230
2589,644
2590,220
2591,4
2592,-1
2593,217
2594,575
2595,552
2596,-1
2597,412
2598,359
2599,362
2600,-1
2601,587
2602,669
2603,-1
2604,549
2605,-1
2606,171
2607,-1
2608,-1
2609,207
2610,106
2611,291
2612,155
2613,467
2614,48
2615,406
2616,393
2617,197
2618,-1
2619,188
2620,53
2621,9
2622,-1
2623,174
2624,558
2625,537
2626,-1
2627,136
2628,389
2629,-1
2630,321
2631,-1
2632,607
2633,57
2634,-1
2635,511
2636,45
2637,646
2638,650
2639,-1
2640,520
2641,275
2642,286
2643,-1
2644,471
2645,7
2646,96
2647,-1
2648,141
2649,508
2650,273
2651,-1
2652,-1
2653,569
2654,633
2655,-1
2656,-1
2657,-1
2658,23
2659,138
2660,10
2661,-1
2662,205
2663,330
2664,-1
2665,-1
2666,572
2667,-1
2668,-1
2669,587
2670,-1
2671,-1
2672,109
2673,95
2674,106
2675,-1
2676,224
2677,71
2678,113
2679,539
2680,-1
2681,224
2682,-1
2683,-1
2684,212
2685,-1
2686,90
2687,418
2688,-1
2689,466
2690,-1
2691,582
2692,-1
2693,198
2694,-1
2695,-1
2696,401
2697,202
2698,-1
2699,431
2700,447
2701,-1
2702,-1
2703,448
2704,-1
2705,612
2706,-1
2707,539
2708,202
2709,18
2710,487
2711,-1
2712,608
2713,543
2714,-1
2715,557
2716,495
2717,-1
2718,89
2719,475
2720,-1
2721,-1
2722,431
2723,280
2724,202
2725,108
2726,-1
2727,113
2728,647
2729,202
2730,588
2731,-1
2732,-1
2733,65
2734,343
2735,42
2736,417
2737,-1
2738,-1
2739,-1
2740,-1
2741,-1
2742,70
2743,71
2744,-1
2745,-1
2746,363
2747,552
2748,534
2749,-1
2750,-1
2751,-1
2752,113
2753,315
2754,458
2755,359
2756,294
2757,-1
2758,166
2759,17
2760,302
2761,-1
2762,-1
2763,-1
2764,262
2765,401
2766,-1
2767,512
2768,646
2769,383
2770,262
2771,-1
2772,190
2773,-1
2774,644
2775,21
2776,-1
2777,519
2778,-1
2779,680
2780,680
2781,-1
2782,359
2783,262
2784,4
2785,262
2786,33
2787,-1
2788,45
2789,508
2790,537
2791,656
2792,655
